#CODE;ENGLISH;;;;;;;;;x 
GOV_FREE_REVOKE_ON_GOVERNMENTS_DESC;Can revoke titles from $GOVERNMENT_LIST$ government vassals without objections from other vassals.;;;;;;;;;x 
GOV_FREE_REVOKE_ON_GOVERNMENTS_CULTURE_DESC;Can revoke titles from $GOVERNMENT_LIST$ government vassals of another culture without objections from other vassals;;;;;;;;;x 
GOV_FREE_REVOKE_ON_GOVERNMENTS_RELIGION_DESC;Can revoke titles from $GOVERNMENT_LIST$ government vassals of another religion without objections from other vassals;;;;;;;;;x 
GOV_FREE_REVOKE_ON_GOVERNMENTS_CULTURE_RELIGION_DESC;Can revoke titles from $GOVERNMENT_LIST$ government vassals of another culture and religion without objections from other vassals;;;;;;;;;x 
GOV_FREE_REVOKE_ON_TIER_DESC;Can revoke titles from $TIER_LIST$ tier vassals without objections from other vassals;;;;;;;;;x 
GOV_FREE_REVOKE_ON_TIER_CULTURE_DESC;Can revoke titles from $TIER_LIST$ tier vassals of another culture without objections from other vassals;;;;;;;;;x 
GOV_FREE_REVOKE_ON_TIER_RELIGION_DESC;Can revoke titles from $TIER_LIST$ tier vassals of another religion without objections from other vassals;;;;;;;;;x 
GOV_FREE_REVOKE_ON_TIER_CULTURE_RELIGION_DESC;Can revoke titles from $TIER_LIST$ tier vassals of another culture and religion without objections from other vassals;;;;;;;;;x 
GOV_VASSAL_CALL_TO_ARMS_DESC;Can call $GOVERNMENT_LIST$ government vassals to arms instead of using liege levies;;;;;;;;;x 
GOV_NO_VASSAL_TAX_DESC;Do not get vassal tax from $GOVERNMENT_LIST$ government vassals;;;;;;;;;x 
GOV_FORCED_CONTRACT_DESC;$GOVERNMENT_LIST$ government vassals will give max taxes and max liege levies regardless of opinion. Tyranny actions against these vassals can be made without objections from vassals of other governments;;;;;;;;;x 
GOV_IGNORE_IN_VASSAL_LIMIT_CALCULATION_DESC;$GOVERNMENT_LIST$ government vassals are not included in vassal limit calculation;;;;;;;;;x 
LANDLESS;Landless;;;;;;;;;x 
GOV_BUILD_WITH_PRESTIGE_DESC;Uses Prestige to build $HOLDINGS_LIST$ Holdings;;;;;;;;;x 
BUILD_PRESTIGE_OR_PIETY_FORT_DESC;Forts can be built in all counties you control, and in hostile counties where you have troops present. Forts cost §Y$COST$§! to construct and can be upgraded to regular Castle Holdings (by §GRight-Clicking the Fort§!). Forts lock down your occupation of empty nomad provinces and negate the crushing Attrition enjoyed by certain Pagan tribes in their homelands.;;;;;;;;;x 
BUILD_PRESTIGE_OR_PIETY_TRADE_POST_DESC;Trade Posts can be built for §Y$COST$§! along the coasts by Patrician families in Merchant Republics - even in foreign territory. However, any local ruler is also allowed to build Trade Posts in their counties if the Silk Road happens to pass through. (See the §YTrade Zones§! map mode.);;;;;;;;;x 
tribal_desc;Tribal 'Holdings' provide very little income, and there can only be one Tribal 'Holding' in each county. These 'Holdings' represent the entire local tribal population - the more empty Holding slots, the more powerful the Tribal Holding.;;;;;;;;;x 
dejure_barony_claim_desc;The Holdings in §Y$TITLE$§! are all, de jure, vassals of §Y$CLAIMANT$'s§!, which is cause enough for war.;;;;;;;;;x 
CB_NAME_DEJUREBARONYCLAIM;[Title.GetBaseName] Holdings;;;;;;;;;x 
WAR_NAME_DEJUREBARONYCLAIM;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ De Jure Holding War over $OTHER_TITLE$;;;;;;;;;x 
convert_to_feudalism_indep;Adopt Feudalism;;;;;;;;;x 
convert_to_feudalism_indep_desc;Adopting Feudalism will convert all my Tribal Holdings into Castles. Where this occurs - if the County is big enough - City and Temple Holdings will also be created if they do not already exist. Your vassals are likely to follow suit if they are of your religion and culture.;;;;;;;;;x 
convert_to_feudalism_vassal;Adopt Feudalism;;;;;;;;;x 
convert_to_feudalism_vassal_desc;Adopting Feudalism will convert all my Tribal Holdings into Castles. Where this occurs - if the County is big enough - City and Temple Holdings will also be created if they do not already exist. Your vassals are likely to follow suit if they are of your religion and culture.;;;;;;;;;x 
convert_to_republic_indep;Found Merchant Republic;;;;;;;;;x 
convert_to_republic_indep_desc;Founding a Merchant Republic will convert all my Tribal Holdings into Cities. Where this occurs - if the County is big enough - Castle and Temple Holdings will also be created if they do not already exist. Four suitable vassals will found Patrician families.;;;;;;;;;x 
EVTDESC55100;Your Tribal vassal, [From.GetTitledName], has adopted Feudalism.;;;;;;;;;x 
convert_tribal_to_castle_desc;I can upgrade [Root.GetFullName] to a proper Castle. If it is the County capital and the County is big enough, City and Temple Holdings will also be created if they do not already exist.;;;;;;;;;x 
convert_tribal_to_city_desc;I can upgrade [Root.GetFullName] to a proper City. If it is the County capital and the County is big enough, Castle and Temple Holdings will also be created if they do not already exist.;;;;;;;;;x 
OCCUPATION_MODIFIER;Occupied Land Modifiers;;;;;;;;;x 
OCCUPATION_POP_GROWTH_MODIFIER;Population Growth(total);;;;;;;;;x 
PROVINCE_HAS_FORT_DISCOUNT;Upon construction of a new holding the §YFort§! in this province will be removed and contribute to a discount on the construction cost.;;;;;;;;;x 
DONT_BORDERS_LAKE;Don't borders a lake.;;;;;;;;;x 
BORDERS_LAKE;Borders a lake.;;;;;;;;;x 
