#CODE;ENGLISH;;;;;;;;;x 
EVTDESC_HL_5054;The coward [From.GetTitledFirstName] deemed it too dangerous to interfere with the caravan raiders, and refused to carry out my orders. I could have [From.GetHerHim] arrested for this, however, that would not solve the problem of merchants being attacked on my trade routes.;;;;;;;;;x 
EVTOPTA_HL_5054;I need to deal with my unruly marshal.;;;;;;;;;x 
EVTOPTB_HL_5054;I have to root out the raiders myself.;;;;;;;;;x 
EVTOPTC_HL_5054;Organize soldiers to take care of the raiders.;;;;;;;;;x 
EVTDESC_HL_5055;[From.GetTitledFirstName] arrives bruised and alone from his venture to drive away the raiders. Unfortunately he brings the news that he has been unable to fight off the raiders from our land.;;;;;;;;;x 
EVTOPTA_HL_5055;Annoying pests!;;;;;;;;;x 
EVTDESC_HL_5056;After the sunset I manage to track down the raiders encampment. Me and my men decide to...;;;;;;;;;x 
EVTOPTA_HL_5056;... enter the camp and approach their leader.;;;;;;;;;x 
EVTOPTB_HL_5056;... wait until midnight and sneak up on the guards.;;;;;;;;;x 
EVTDESC_HL_5057;As we enter the camp, we pass clusters of tents and campfires. While I can only see a small group of raiders, I can feel many eyes upon me. Approaching the center of the settlement, a silhouette - who I assume is the leader of the raiders - exits a large tent, and greets me with a smirk.;;;;;;;;;x 
EVTOPTA_HL_5057;Fight the leader to shatter the band of raiders.;;;;;;;;;x 
EVTOPTB_HL_5057;Bribe the raiders to leave my land.;;;;;;;;;x 
EVTOPTC_HL_5057;Diplomatically explain why they can't harass travellers.;;;;;;;;;x 
EVTDESC_HL_5058;While engaged in a fairly one-sided conversation about property and rights, I fail to notice the thug sneaking up behind me. I just barely notice their leader making a subtle nodding motion before a sharp blow to the back of my head robs me of consciousness.;;;;;;;;;x 
EVTOPTA_HL_5058;Ow!;;;;;;;;;x 
EVTDESC_HL_5059;I'm brought to consciousness by the sound of laughter and shouts. As my eyes adjust to the unforgiving sunlight, I realize that I have been tied up. The raiders have dressed me in silly clothes and are parading me around town, demanding a pile of gold in return for my freedom.;;;;;;;;;x 
EVTOPTA_HL_5059;Pay them for my freedom.;;;;;;;;;x 
EVTOPTB_HL_5059;Plead for mercy.;;;;;;;;;x 
EVTDESC_HL_5060;As we are closing in on the raiders' camp we count on the cover of darkness to keep us from sight. This turns out to be a foolish mistake, as we abruply find ourselves both surrounded and outnumbered.;;;;;;;;;x 
EVTOPTA_HL_5060;Surrender.;;;;;;;;;x 
EVTOPTB_HL_5060;Let's dance!;;;;;;;;;x 
EVTDESC_HL_5061;After subduing the guards on watch we enter the leader's tent. While he's fast asleep I draw my blade, placing it with great precision against his throat. Suddenly his eyes flicker open, and his gaze wanders the tent with a dazed urgency. I realize that if I do not act quickly, he may very well draw attention to us.;;;;;;;;;x 
EVTOPTA_HL_5061;Threaten him to leave my land!;;;;;;;;;x 
EVTOPTB_HL_5061;Slit his throat and fight our way out.;;;;;;;;;x 
caravan_raiders;Caravan raiders;;;;;;;;;x 
caravan_raiders_desc;Raiders are ravaging the countryside making it difficult to conduct trade in this province.;;;;;;;;;x 
caravan_guards;Caravan Guards;;;;;;;;;x 
caravan_guards_desc;Commissioned caravan guards protects the trade in this province;;;;;;;;;x 
trade_governor;Trade Governor;;;;;;;;;x 
trade_governor_desc;The trade in this province is supervised by a proficient administrator.;;;;;;;;;x 
opinion_refused_order;Refused Order;;;;;;;;;x 
dung_collector;Dung Collector;;;;;;;;;x 
surge_of_traders;Surge of traders;;;;;;;;;x 
chinese_embargo;Chinese Embargo;;;;;;;;;x 
publicly_humiliated;Publicly Humiliated;;;;;;;;;x 
NOT_FORBIDDEN_LEAD_SELF;You are currently not forbidden to lead armies.\n§GClick to recall and forbid yourself from leading armies.§!;;;;;;;;;x 
FORBIDDEN_LEAD_SELF;You are currently forbidden to lead armies.\n§GClick to allow yourself to lead armies.§!;;;;;;;;;x 
job_commander;Commander;;;;;;;;;x 
ASSIGN_LEADER;Appoint Leader;;;;;;;;;x 
APPOINT_COMMANDER_INTERACTION_TITLE;Appoint Commander;;;;;;;;;x 
APPOINT_COMMANDER_INTERACTION_DESC;Appoint §Y[Recipient.GetTitledFirstName]§W as one of your Commanders.;;;;;;;;;x 
APPOINT_COMMANDER_INTERACTION_LONG_DESC;Only the Ruler, his or her Marshal and those who are appointed Commanders may lead armies into battle.;;;;;;;;;x 
APPOINT_COMMANDER_INTERACTION_ACCEPT_SETUP;Commander Appointed;;;;;;;;;x 
APPOINT_COMMANDER_INTERACTION_ACCEPT_LOG;§Y[Recipient.GetTitledFirstName]§W was appointed Commander by §Y[Actor.GetBestName]§W;;;;;;;;;x 
APPOINT_COMMANDER_INTERACTION_DECLINE_SETUP;Commander Appointment Rejected;;;;;;;;;x 
APPOINT_COMMANDER_INTERACTION_DECLINE_LOG;§Y[Recipient.GetTitledFirstName]§W rejected the Commander appointment by §Y[Actor.GetBestName]§W;;;;;;;;;x 
RESIGN_COMMANDER_INTERACTION_TITLE;Resign Commander;;;;;;;;;x 
RESIGN_COMMANDER_INTERACTION_DESC;Relieve §Y[Recipient.GetTitledFirstName]§W from [Recipient.GetHerHis] duties as a Commander;;;;;;;;;x 
RESIGN_COMMANDER_INTERACTION_LONG_DESC;If a Commander gets injured, sick or old it might be a good idea to relieve them of their duties;;;;;;;;;x 
RESIGN_COMMANDER_INTERACTION_ACCEPT_SETUP;Commander Resigned;;;;;;;;;x 
RESIGN_COMMANDER_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§W has Resigned §Y[Recipient.GetTitledFirstName]§W from their duty as Commander;;;;;;;;;x 
NOT_MEMBER_OF_COUNCIL;§Y[Recipient.GetTitledFirstName]§W must not already be a part of §Y[Actor.GetBestName]'s§W Council;;;;;;;;;x 
#MUST_BE_A_COMMANDER;§Y[Recipient.GetTitledFirstName]§W must be one of §Y[Actor.GetBestName]'s§W Commanders;;;;;;;;;x 
becomes_pregnant_no_father;[Root.GetFirstName] becomes pregnant;;;;;;;;;x 
IN_HIDING_DESC;Hiding somewhere around $LOCATION$.;;;;;;;;;x 
EVTDESC_TOG_550B;The runestone you commissioned has been finished and raised on the spot you chose for it. You examine the runes:\n\n[Root.GetFirstName], [Root.GetSonDaughter] of the wild, had this stone raised in [Root.GetHerHis] own memory while [Root.GetSheHe] lived. May [Root.GetSheHe] be remembered with joy and happiness.\n\nYou leave the stone, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these rune carvings in an effort to glean the wisdom of their words.;;;;;;;;;x 
EVTDESC_TOG_552B;The runestone you commissioned has been finished and raised on the spot you chose for it. You examine the runes:\n\n[Root.GetFirstName], [Root.GetSonDaughter] of the wild, had this stone raised in memory of [Root.GetHerselfHimself] in his own lifetime. Let it be said that [Root.GetHerHis] love for mead and spirits was second to none.\n\nYou leave the stone, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these rune carvings in an effort to glean the wisdom of their words.;;;;;;;;;x 
EVTDESC_TOG_553B;The runestone you commissioned has been finished and raised on the spot you chose for it. You examine the runes:\n\n[Root.GetFirstName], [Root.GetSonDaughter] of the wild, ordered this stone raised during [Root.GetHerHis] own lifetime. It is true that [Root.GetHerHis] beauty and fair features were without equal in all the lands settled by men. Alfr carved, Einarr painted.\n\nYou leave the stone, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these rune carvings in an effort to glean the wisdom of their words.;;;;;;;;;x 
EVTDESC_TOG_554B;The runestone you commissioned has been finished and raised on the spot you chose for it. You examine the runes:\n\n[Root.GetFirstName], [Root.GetSonDaughter] of the wild, had this stone carved in [Root.GetHerHis] own memory. Though [Root.GetSheHe] was slight of size, [Root.GetFirstName] had the will of a giant. Oddr carved this memorial while [Root.GetSheHe] lived.\n\nYou leave the stone, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these rune carvings in an effort to glean the wisdom of their words.;;;;;;;;;x 
EVTDESC_TOG_555B;The runestone you commissioned has been finished and raised on the spot you chose for it. You examine the runes:\n\nThis stone was raised by [Root.GetFirstName], [Root.GetSonDaughter] of the wild, to celebrate [Root.GetHerHis] great wisdom. Truly no greater thinker lived in this era, or the ones before. Toke carved these runes.\n\nYou leave the stone, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these rune carvings in an effort to glean the wisdom of their words.;;;;;;;;;x 
EVTDESC_TOG_556B;The runestone you commissioned has been finished and raised on the spot you chose for it. You examine the runes:\n\n[Root.GetFirstName] the Hapless, [Root.GetSonDaughter] of the wild, somehow managed to see this stone raised in [Root.GetHerHis] own memory. Many said [Root.GetSheHe] was worthless and would amount to nothing, and perhaps they were right. The great Tjudmund, whose skill with women was legendary, took pity and carved these words.\n\nYou leave the stone, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these rune carvings in an effort to glean the wisdom of their words.;;;;;;;;;x 
EVTDESC_TOG_557B;The runestone you commissioned has been finished and raised on the spot you chose for it. You examine the runes:\n\n[Root.GetFirstName], [Root.GetSonDaughter] of the wild, commanded that this stone be erected in [Root.GetHerHis] lifetime. It was said that [Root.GetSheHe] had the strength of ten men, and no one dared oppose this claim. The stone was carved by Orm.\n\nYou leave the stone, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these rune carvings in an effort to glean the wisdom of their words.;;;;;;;;;x 
EVTDESC_TOG_558B;The runestone you commissioned has been finished and raised on the spot you chose for it. You examine the runes:\n\n[Root.GetFirstName] the Learned, [Root.GetSonDaughter] of the wild, asked for this stone to be raised in [Root.GetHerHis] name. The knowledge [Root.GetSheHe] held of the world and all of its wonders was the envy of all. Hrolfr carved these words.\n\nYou leave the stone, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these rune carvings in an effort to glean the wisdom of their words.;;;;;;;;;x 
EVTDESC_TOG_559B;The runestone you commissioned has been finished and raised on the spot you chose for it. You examine the runes:\n\n[Root.GetFirstName], [Root.GetSonDaughter] of the wild, had this stone raised and painted with the blood of [Root.GetHerHis] enemies while [Root.GetSheHe] still lived. Those foolish enough to go against [Root.GetFirstName] met their end impaled on a pole. Egil carved these runes before he suffered this very fate.\n\nYou leave the stone, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these rune carvings in an effort to glean the wisdom of their words.;;;;;;;;;x 
EVTDESC_TOG_560B;The runestone you commissioned has been finished and raised on the spot you chose for it. You examine the runes:\n\nThis stone was raised by [Root.GetFirstName], [Root.GetSonDaughter] of the wild, to celebrate the beauty of the world. Like a shining rainbow or the glittering sea, [Root.GetFirstName] brought joy and light into the life of those who met [Root.GetHerHim]. Asbjörn reluctantly carved these words.\n\nYou leave the stone, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these rune carvings in an effort to glean the wisdom of their words.;;;;;;;;;x 
EVTDESC_TOG_561B;The runestone you commissioned has been finished and raised on the spot you chose for it. You examine the runes:\n\n[Root.GetFirstName], [Root.GetSonDaughter] of the wild, likely parent of countless bastards, had this stone raised in memory of [Root.GetHerselfHimself]. Let no one deny the love [Root.GetSheHe] felt for others. Anund carved, Gorm painted.\n\nYou leave the stone, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these rune carvings in an effort to glean the wisdom of their words.;;;;;;;;;x 
EVTDESC_TOG_562B;The runestone you commissioned has been finished and raised on the spot you chose for it. You examine the runes:\n\n[Root.GetFirstName], [Root.GetSonDaughter] of the wild, raised this stone in [Root.GetHerHis] own lifetime. Like no one before [Root.GetHerHim], [Root.GetFirstName] could appreciate a good meal. Here is the recipe for roasted boar the way [Root.GetSheHe] prefers it...\n\nYou leave the stone, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these rune carvings in an effort to glean the wisdom of their words.;;;;;;;;;x 
EVTDESC_TOG_563B;The runestone you commissioned has been finished and raised on the spot you chose for it. You examine the runes:\n\n[Root.GetFirstName], [Root.GetSonDaughter] of the wild, had this stone erected with the help of Sigtrygg. Throughout the land, [Root.GetFirstName] was known for [Root.GetHerHis] great charity to others. No wanderer seeking food or shelter at one of [Root.GetHerHis] holdings was turned away.\n\nYou leave the stone, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these rune carvings in an effort to glean the wisdom of their words.;;;;;;;;;x 
EVTDESC_TOG_564B;The runestone you commissioned has been finished and raised on the spot you chose for it. You examine the runes:\n\nThis stone was raised by [Root.GetFirstName], [Root.GetSonDaughter] of the wild, who was renowned for [Root.GetHerHis] great kindness to all things living. May [Root.GetSheHe] be treated by all others, now and in the afterlife, in that same manner.\n\nYou leave the stone, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these rune carvings in an effort to glean the wisdom of their words.;;;;;;;;;x 
EVTDESC_TOG_565B;The runestone you commissioned has been finished and raised on the spot you chose for it. You examine the runes:\n\n[Root.GetFirstName] the Great, [Root.GetSonDaughter] of the wild, raised this stone to honor the legacy of [Root.GetHerHis] famous deeds. In the world of Men, no one was [Root.GetHerHis] equal.\n\nYou leave the stone, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these rune carvings in an effort to glean the wisdom of their words.;;;;;;;;;x 
EVTDESC_TOG_566B;The runestone you commissioned has been finished and raised on the spot you chose for it. You examine the runes:\n\nThe words on this stone belong to [Root.GetFirstName], [Root.GetSonDaughter] of the wild, but the carving was done by Tyke and Ragnvald painted. Let it be known that [Root.GetFirstName] lived a simple life without distractions, grateful for the company and friendship those around [Root.GetHerHim] provided.\n\nYou leave the stone, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these rune carvings in an effort to glean the wisdom of their words.;;;;;;;;;x 
EVTDESC_TOG_567B;The runestone you commissioned has been finished and raised on the spot you chose for it. You examine the runes:\n\nWhile [Root.GetSheHe] still lived, [Root.GetFirstName], [Root.GetSonDaughter] of the wild, had this stone raised in [Root.GetHerHis] own memory. Even [Root.GetHerHis] enemies cannot deny the great courage of [Root.GetFirstName]. Those who knew [Root.GetHerHim] can swear that when faced with danger, [Root.GetSheHe] was always without fear.\n\nYou leave the stone, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these rune carvings in an effort to glean the wisdom of their words.;;;;;;;;;x 
EVTDESC_TOG_568B;The runestone you commissioned has been finished and raised on the spot you chose for it. You examine the runes:\n\n[Root.GetFirstName], [Root.GetSonDaughter] of the wild, had this stone raised in [Root.GetHerHis] own lifetime. There was no one more fair and just in all things. Men and women traveled far to seek [Root.GetHerHis] counsel in disputes. Kolbjörn carved these runes.\n\nYou leave the stone, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these rune carvings in an effort to glean the wisdom of their words.;;;;;;;;;x 
EVTDESC_TOG_569B;The runestone you commissioned has been finished and raised on the spot you chose for it. You examine the runes:\n\n[Root.GetFirstName], [Root.GetSonDaughter] of the wild, ordered this stone raised in honor of the Gods. No one was more devoted to Odin, and no one was more deserving of a place in Valhalla. These runes were carved by Grim and painted by Borkvard.\n\nYou leave the stone, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these rune carvings in an effort to glean the wisdom of their words.;;;;;;;;;x 
EVTDESC_TOG_570B;The runestone you commissioned has been finished and raised on the spot you chose for it. You examine the runes:\n\n[Root.GetFirstName], [Root.GetSonDaughter] of the wild, ordered this stone raised in the name of Christ and Saint Michael. May God preserve [Root.GetHerHis] soul, and lead [Root.GetHerHim] safely to light and paradise. These runes were carved by Thorolf and painted by Balder.\n\nYou leave the stone, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these rune carvings in an effort to glean the wisdom of their words.;;;;;;;;;x 
EVTDESC_TOG_571B;The runestone you commissioned has been finished and raised on the spot you chose for it. You examine the runes:\n\n[Root.GetFirstName], [Root.GetSonDaughter] of the wild, had these runes carved in [Root.GetHerHis] own lifetime. No one was more feared than [Root.GetFirstName] in the realm of Men, and [Root.GetHerHis] enemies suffered the pains of a thousand deaths for daring to oppose [Root.GetHerHim].\n\nYou leave the stone, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these rune carvings in an effort to glean the wisdom of their words.;;;;;;;;;x 
IS_HEALTHY;Is healthy;;;;;;;;;x 
MODIFIER_MAX_MANPOWER;Max Manpower;;;;;;;;;x 
MODIFIER_MAX_POPULATION;Max Population;;;;;;;;;x 
MODIFIER_MANPOWER_GROWTH;Manpower Growth;;;;;;;;;x 
MODIFIER_POPULATION_GROWTH;Population Growth;;;;;;;;;x 
EVTDESC_HL_10501;Your [eloper.GetSonDaughter] [eloper.GetFirstName] has eloped with the notorious mercenary [From.GetFirstName].;;;;;;;;;x 
EVTOPTA_HL_10501;The [GetRootFromInsult]!;;;;;;;;;x 
EVTDESC_HL_10502;[eloper.GetTitledName] has eloped with the notorious mercenary [From.GetTitledName].;;;;;;;;;x 
SETTLEMENT_TYPE_ALLOWED;Allowed to hold §Y$TYPE$§! in §Y$LOCATION$§!;;;;;;;;;x 
SETTLEMENT_TYPE_NOT_ALLOWED;Not allowed to hold §Y$TYPE$§! in §Y$LOCATION$§!;;;;;;;;;x 
SETTLEMENT_TYPE_PREFERRED;Has §Y$TYPE$§! as preferred holding type;;;;;;;;;x 
SETTLEMENT_TYPE_NOT_PREFERRED;Do not have §Y$TYPE$§! as preferred holding type;;;;;;;;;x 
TRIBAL_VASSAL_MAX_LEVY;Tribal Vassal Max Levy;;;;;;;;;x 
#;;;;;;;;;;x 
